,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
1528,5856902,Entire home/apt,1277331,2011-10-11,100%,0.18,10.0,10.0,10.0,10.0,9.0,95.0,35.0,$0.00,69003,8
1527,5856224,Entire home/apt,259968,2010-10-12,100%,1.59,9.0,10.0,10.0,10.0,10.0,92.0,35.0,$18.00,69007,28
9992,27074659,Entire home/apt,21928839,2014-09-29,,0.8,10.0,10.0,10.0,10.0,10.0,100.0,35.0,,69006,3
7879,21926369,Entire home/apt,127790234,2017-04-27,,0.82,8.0,10.0,10.0,10.0,8.0,84.0,35.0,,69007,9
9491,25361951,Entire home/apt,78107961,2016-06-16,100%,2.67,10.0,9.0,10.0,10.0,10.0,96.0,35.0,$20.00,69009,12
10699,29166271,Private room,201778154,2018-07-12,100%,2.0,10.0,10.0,10.0,10.0,10.0,100.0,35.0,,69003,2
10919,29532085,Private room,188861121,2018-05-10,,1.0,10.0,8.0,6.0,8.0,10.0,100.0,35.0,$16.00,69009,1
1172,4681940,Private room,14809773,2014-04-27,70%,0.07,9.0,10.0,10.0,10.0,10.0,100.0,35.0,$25.00,69005,3
7543,21775358,Entire home/apt,148199207,2017-08-29,,1.58,10.0,10.0,10.0,9.0,9.0,91.0,35.0,$30.00,69006,19
6874,20879927,Entire home/apt,47083523,2015-10-21,,0.42,9.0,10.0,10.0,10.0,8.0,96.0,35.0,,69007,6
9040,23873545,Entire home/apt,5413144,2013-03-11,80%,3.45,10.0,10.0,10.0,10.0,9.0,96.0,35.0,$15.00,69005,13
6878,20896684,Entire home/apt,67413767,2016-04-16,,0.49,9.0,10.0,10.0,10.0,10.0,94.0,35.0,$15.00,69002,7
1739,6796298,Entire home/apt,35574396,2015-06-11,,0.05,10.0,9.0,10.0,10.0,10.0,80.0,35.0,,69001,2
6706,20366918,Entire home/apt,63524534,2016-03-18,,0.59,10.0,10.0,10.0,10.0,10.0,93.0,35.0,$10.00,69008,9
10200,27724489,Entire home/apt,209307334,2018-08-13,100%,1.81,10.0,9.0,10.0,10.0,9.0,92.0,35.0,,69007,5
1629,6283181,Entire home/apt,32660992,2015-05-05,100%,4.94,9.0,9.0,10.0,10.0,10.0,90.0,35.0,$5.00,69003,209
9058,23925072,Entire home/apt,67204759,2016-04-14,100%,2.67,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$0.00,69005,4
10195,27714718,Entire home/apt,79445814,2016-06-23,100%,8.13,9.0,10.0,9.0,9.0,7.0,82.0,35.0,$4.00,69002,26
9165,24264370,Entire home/apt,19721809,2014-08-09,54%,4.62,9.0,10.0,8.0,8.0,10.0,90.0,35.0,$15.00,69004,14
1713,6725870,Private room,7442186,2013-07-12,100%,0.83,9.0,9.0,10.0,9.0,9.0,90.0,35.0,$20.00,69007,32
6750,20510896,Entire home/apt,91228405,2016-08-22,,0.13,10.0,10.0,10.0,10.0,9.0,90.0,35.0,,69001,2
8871,23332150,Private room,36568742,2015-06-23,,3.33,9.0,9.0,10.0,10.0,9.0,92.0,35.0,$45.00,69007,30
9065,23952315,Private room,175247802,2018-02-25,100%,2.45,10.0,10.0,10.0,10.0,10.0,95.0,35.0,,69008,19
