0,70.0
1,160.0
2,80.0
3,95.0
4,70.0
5,45.0
6,53.0
7,52.0
8,99.0
9,88.0
10,135.0
11,120.0
12,30.0
13,70.0
14,35.0
15,24.0
16,65.0
17,155.0
18,79.0
19,65.0
20,50.0
21,160.0
22,39.0
24,80.0
25,60.0
26,180.0
27,60.0
28,79.0
29,85.0
30,29.0
31,29.0
32,60.0
34,75.0
35,90.0
36,80.0
37,58.0
38,70.0
39,199.0
40,55.0
41,98.0
42,25.0
43,70.0
44,85.0
45,80.0
46,54.0
47,250.0
48,65.0
49,133.0
50,52.0
51,95.0
52,49.0
53,48.0
54,60.0
55,45.0
56,85.0
57,80.0
58,55.0
59,75.0
60,45.0
61,40.0
62,55.0
65,130.0
66,59.0
67,250.0
68,120.0
69,58.0
70,105.0
71,50.0
72,79.0
73,80.0
74,120.0
75,90.0
76,57.0
77,200.0
78,150.0
79,163.0
80,70.0
81,105.0
82,50.0
83,25.0
84,25.0
85,25.0
86,50.0
87,76.0
88,50.0
89,49.0
90,49.0
91,45.0
92,46.0
93,150.0
94,46.0
95,70.0
96,80.0
97,140.0
98,23.0
99,145.0
100,9.0
101,62.0
102,60.0
103,65.0
104,300.0
105,65.0
106,60.0
107,65.0
108,59.0
109,50.0
110,65.0
111,140.0
112,43.0
113,25.0
114,85.0
115,240.0
116,75.0
117,89.0
119,150.0
120,65.0
121,55.0
122,300.0
123,33.0
124,49.0
125,39.0
126,35.0
128,50.0
129,60.0
130,40.0
131,75.0
132,175.0
133,39.0
134,95.0
135,65.0
136,157.0
137,20.0
138,27.0
139,89.0
140,75.0
141,69.0
142,95.0
143,80.0
144,60.0
145,79.0
146,60.0
147,38.0
148,95.0
149,70.0
151,60.0
152,49.0
153,37.0
154,79.0
155,44.0
156,80.0
157,100.0
158,75.0
160,70.0
161,45.0
162,50.0
163,30.0
164,55.0
165,63.0
166,169.0
167,69.0
168,52.0
169,19.0
170,70.0
171,55.0
172,54.0
174,90.0
175,75.0
176,49.0
177,45.0
178,130.0
179,75.0
180,75.0
181,55.0
182,64.0
184,91.0
185,44.0
186,34.0
187,110.0
188,67.0
189,75.0
190,49.0
191,200.0
192,51.0
193,59.0
194,1242.0
195,539.0
196,45.0
199,70.0
200,30.0
201,60.0
202,75.0
203,160.0
205,65.0
206,135.0
207,130.0
209,51.0
210,50.0
211,159.0
212,40.0
213,250.0
214,55.0
215,50.0
216,55.0
217,40.0
218,55.0
219,63.0
220,22.0
221,27.0
223,30.0
225,60.0
227,68.0
228,65.0
229,85.0
230,100.0
231,39.0
232,59.0
233,27.0
234,300.0
235,200.0
236,59.0
237,45.0
238,39.0
239,70.0
240,120.0
241,70.0
242,26.0
243,150.0
244,80.0
245,27.0
246,40.0
247,50.0
248,70.0
249,160.0
250,75.0
251,27.0
252,77.0
253,45.0
254,120.0
256,75.0
257,200.0
258,70.0
259,95.0
260,89.0
261,40.0
262,70.0
263,89.0
264,40.0
265,92.0
266,45.0
267,25.0
268,80.0
269,95.0
270,95.0
271,75.0
272,57.0
273,31.0
274,49.0
275,70.0
276,19.0
277,61.0
279,39.0
281,280.0
282,48.0
283,100.0
284,59.0
285,40.0
286,35.0
288,65.0
289,40.0
290,60.0
291,70.0
292,65.0
293,50.0
294,75.0
295,115.0
296,45.0
297,115.0
298,9.0
299,40.0
300,29.0
301,70.0
302,41.0
303,150.0
304,55.0
305,200.0
306,59.0
307,75.0
308,125.0
309,240.0
310,90.0
311,60.0
312,70.0
313,80.0
314,55.0
315,59.0
316,119.0
317,55.0
319,59.0
320,150.0
321,110.0
322,65.0
323,42.0
324,70.0
325,300.0
326,85.0
327,49.0
329,220.0
330,85.0
331,48.0
332,78.0
333,30.0
334,75.0
335,25.0
336,60.0
337,30.0
338,195.0
341,85.0
343,120.0
344,60.0
345,90.0
346,60.0
347,120.0
348,160.0
349,40.0
350,60.0
351,60.0
352,60.0
353,190.0
356,45.0
357,91.0
358,55.0
360,65.0
361,100.0
363,85.0
365,70.0
368,90.0
369,53.0
371,95.0
372,69.0
374,55.0
375,70.0
376,29.0
377,60.0
378,70.0
380,44.0
381,75.0
382,70.0
383,120.0
385,43.0
386,160.0
387,72.0
389,70.0
390,35.0
392,75.0
393,39.0
394,21.0
395,64.0
396,45.0
397,45.0
398,50.0
400,57.0
401,50.0
402,65.0
403,89.0
404,250.0
406,45.0
407,42.0
408,40.0
409,48.0
410,75.0
411,124.0
412,120.0
413,25.0
414,50.0
415,600.0
416,50.0
418,320.0
419,17.0
420,95.0
421,50.0
422,75.0
423,65.0
424,75.0
425,24.0
426,53.0
427,70.0
428,89.0
429,59.0
430,70.0
431,80.0
433,52.0
435,40.0
436,140.0
437,90.0
438,98.0
439,45.0
440,160.0
441,120.0
442,80.0
443,150.0
444,49.0
445,55.0
446,73.0
447,59.0
448,45.0
449,160.0
450,69.0
451,50.0
452,40.0
453,62.0
454,60.0
456,56.0
458,120.0
459,35.0
460,200.0
461,89.0
462,29.0
