1,75.0
2,115.0
3,115.0
4,99.0
5,90.0
7,70.0
8,135.0
9,105.0
10,80.0
11,75.0
12,85.0
13,75.0
14,157.0
15,100.0
16,70.0
17,100.0
18,79.0
19,60.0
20,90.0
21,95.0
22,110.0
23,75.0
24,55.0
25,78.0
26,59.0
27,125.0
28,105.0
29,89.0
30,80.0
31,110.0
32,65.0
33,250.0
34,80.0
35,98.0
36,120.0
37,190.0
38,55.0
39,98.0
40,80.0
41,49.0
42,120.0
43,63.0
44,85.0
45,97.0
46,110.0
47,70.0
48,70.0
49,47.0
50,100.0
51,76.0
53,79.0
54,72.0
55,120.0
56,49.0
57,80.0
58,76.0
60,50.0
61,120.0
62,75.0
63,159.0
64,55.0
65,68.0
66,50.0
67,175.0
68,80.0
69,70.0
70,128.0
71,90.0
73,88.0
74,65.0
75,170.0
76,120.0
77,250.0
78,70.0
79,60.0
80,132.0
81,90.0
82,110.0
83,32.0
84,50.0
85,47.0
86,48.0
87,180.0
88,60.0
89,99.0
90,58.0
91,907.0
92,140.0
93,85.0
94,139.0
95,93.0
96,150.0
97,75.0
98,98.0
99,175.0
100,166.0
101,79.0
102,69.0
103,88.0
104,150.0
105,150.0
106,140.0
107,45.0
108,155.0
109,215.0
110,158.0
112,34.0
113,112.0
114,60.0
115,130.0
116,175.0
117,165.0
118,190.0
119,53.0
120,110.0
121,85.0
122,88.0
123,280.0
124,69.0
125,120.0
126,160.0
127,48.0
128,130.0
129,120.0
130,61.0
131,80.0
132,110.0
133,360.0
134,117.0
135,170.0
136,150.0
137,31.0
138,630.0
139,150.0
140,65.0
141,99.0
142,120.0
143,70.0
144,99.0
145,120.0
147,103.0
148,105.0
149,80.0
150,60.0
151,290.0
152,140.0
153,80.0
154,70.0
155,100.0
156,225.0
157,60.0
158,95.0
159,139.0
160,80.0
161,60.0
162,180.0
163,50.0
164,80.0
165,27.0
166,135.0
167,85.0
168,45.0
169,99.0
170,27.0
171,500.0
172,110.0
173,185.0
174,90.0
175,60.0
176,75.0
177,71.0
178,135.0
179,79.0
180,53.0
181,125.0
182,130.0
183,65.0
184,155.0
185,150.0
186,105.0
187,95.0
188,100.0
189,95.0
190,134.0
191,150.0
192,140.0
193,55.0
194,80.0
196,99.0
197,60.0
198,389.0
199,119.0
200,180.0
201,103.0
202,50.0
203,206.0
204,130.0
205,115.0
206,100.0
207,60.0
208,217.0
209,449.0
210,120.0
211,150.0
212,60.0
213,60.0
214,45.0
215,41.0
216,95.0
217,130.0
218,46.0
219,49.0
220,50.0
221,69.0
222,109.0
223,110.0
224,65.0
225,33.0
226,150.0
227,80.0
228,88.0
229,135.0
230,175.0
231,125.0
232,60.0
233,52.0
234,90.0
235,90.0
236,140.0
237,90.0
238,40.0
239,110.0
240,150.0
242,67.0
243,40.0
244,50.0
245,133.0
246,190.0
247,100.0
248,120.0
249,59.0
250,140.0
251,79.0
252,120.0
253,95.0
254,120.0
255,180.0
256,40.0
257,97.0
258,55.0
259,91.0
260,128.0
261,80.0
262,65.0
263,40.0
264,40.0
265,70.0
267,89.0
268,50.0
269,230.0
270,39.0
271,49.0
272,65.0
274,88.0
276,59.0
277,60.0
278,40.0
279,85.0
280,69.0
281,80.0
282,110.0
283,100.0
284,300.0
285,70.0
286,95.0
287,65.0
288,25.0
289,120.0
290,59.0
291,38.0
292,35.0
293,46.0
294,60.0
295,70.0
296,85.0
297,55.0
298,60.0
299,79.0
300,60.0
301,130.0
302,130.0
303,100.0
304,150.0
305,56.0
306,69.0
307,100.0
309,79.0
310,88.0
311,45.0
312,90.0
313,82.0
314,220.0
315,59.0
316,130.0
317,79.0
318,300.0
319,100.0
320,140.0
321,30.0
322,85.0
323,65.0
324,65.0
325,94.0
326,190.0
327,105.0
328,30.0
329,200.0
330,50.0
332,76.0
333,90.0
334,55.0
335,40.0
336,105.0
337,95.0
338,300.0
339,50.0
340,45.0
341,300.0
342,190.0
343,300.0
345,225.0
346,65.0
347,160.0
348,172.0
349,75.0
350,50.0
351,75.0
352,160.0
353,80.0
354,129.0
355,75.0
356,110.0
358,195.0
359,199.0
360,60.0
362,70.0
363,125.0
364,60.0
365,150.0
366,70.0
367,73.0
368,130.0
369,70.0
370,65.0
371,120.0
372,80.0
373,85.0
374,90.0
375,99.0
376,179.0
377,230.0
378,70.0
379,89.0
380,45.0
381,100.0
382,170.0
383,79.0
384,295.0
385,65.0
386,150.0
387,65.0
388,100.0
389,95.0
390,149.0
391,35.0
392,90.0
393,85.0
394,95.0
395,130.0
396,96.0
397,225.0
398,95.0
399,55.0
400,90.0
401,125.0
402,125.0
403,39.0
404,80.0
405,115.0
406,98.0
407,50.0
408,73.0
409,143.0
410,110.0
411,128.0
412,200.0
413,59.0
414,80.0
415,80.0
416,63.0
417,125.0
419,170.0
420,100.0
421,200.0
422,98.0
423,55.0
424,57.0
425,105.0
426,95.0
427,90.0
428,150.0
429,110.0
430,85.0
431,149.0
432,59.0
433,120.0
434,150.0
435,175.0
436,64.0
437,126.0
438,120.0
439,170.0
440,115.0
442,65.0
443,60.0
444,127.0
445,115.0
446,72.0
447,100.0
448,60.0
449,600.0
450,150.0
452,150.0
453,125.0
454,95.0
455,95.0
457,82.0
458,37.0
459,147.0
460,50.0
461,365.0
462,140.0
463,130.0
464,82.0
465,130.0
466,90.0
467,88.0
468,59.0
469,190.0
470,230.0
471,90.0
472,200.0
473,70.0
474,95.0
476,114.0
477,70.0
478,69.0
479,50.0
480,45.0
481,250.0
482,180.0
483,95.0
484,80.0
485,60.0
486,190.0
487,58.0
488,215.0
489,90.0
490,155.0
491,135.0
493,75.0
494,129.0
496,80.0
497,38.0
498,300.0
499,100.0
500,92.0
501,74.0
502,50.0
503,55.0
504,95.0
505,169.0
506,106.0
507,70.0
508,75.0
509,130.0
510,245.0
511,69.0
512,125.0
513,120.0
514,90.0
515,150.0
516,86.0
517,90.0
518,160.0
519,75.0
520,80.0
521,98.0
522,145.0
523,189.0
524,115.0
525,105.0
526,115.0
527,240.0
528,88.0
529,550.0
530,63.0
532,151.0
533,35.0
534,149.0
535,115.0
536,60.0
537,73.0
538,80.0
539,95.0
540,84.0
541,160.0
542,120.0
543,70.0
544,140.0
545,90.0
546,218.0
547,210.0
549,70.0
550,130.0
551,55.0
552,150.0
553,130.0
555,269.0
556,69.0
557,80.0
558,190.0
559,195.0
560,90.0
562,250.0
563,100.0
564,135.0
565,35.0
566,95.0
567,75.0
569,130.0
570,48.0
571,69.0
572,80.0
573,70.0
574,85.0
575,45.0
576,35.0
577,144.0
578,70.0
579,75.0
580,65.0
581,440.0
582,150.0
583,200.0
584,70.0
585,140.0
586,110.0
587,98.0
588,95.0
589,83.0
590,300.0
591,188.0
592,100.0
593,50.0
594,120.0
595,79.0
596,76.0
597,78.0
598,45.0
599,79.0
600,49.0
601,80.0
602,85.0
603,210.0
604,125.0
605,159.0
606,72.0
607,70.0
608,90.0
609,80.0
610,160.0
611,80.0
612,73.0
613,70.0
615,90.0
616,118.0
617,110.0
618,130.0
619,125.0
620,100.0
621,178.0
622,44.0
623,50.0
624,75.0
625,95.0
626,500.0
628,60.0
629,145.0
630,160.0
631,99.0
632,80.0
633,102.0
634,114.0
635,110.0
636,110.0
637,80.0
638,120.0
639,69.0
641,73.0
642,65.0
643,60.0
644,110.0
645,119.0
646,80.0
647,50.0
648,115.0
649,140.0
650,57.0
651,150.0
652,125.0
653,88.0
654,130.0
655,40.0
656,185.0
657,125.0
658,119.0
659,59.0
660,200.0
661,120.0
