,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
11952,18452524,Private room,29258844,2015-03-13,,1.43,9.0,8.0,9.0,10.0,10.0,91.0,40.0,,1068 PL,28
14130,20976403,Private room,23372346,2014-11-05,,0.07,10.0,10.0,10.0,10.0,10.0,100.0,40.0,,1102,1
1448,2073678,Entire home/apt,10600507,2013-12-13,,0.27,10.0,10.0,10.0,10.0,10.0,100.0,40.0,$0.00,1024 CK,1
14338,21244343,Private room,150122232,2017-09-11,,1.09,10.0,10.0,10.0,10.0,10.0,95.0,40.0,$15.00,1022,15
11787,18269771,Private room,19163028,2014-07-30,100%,4.7,10.0,9.0,10.0,10.0,10.0,98.0,40.0,$30.00,1025 HM,93
11374,17764159,Private room,88350396,2016-08-06,,3.03,9.0,10.0,10.0,10.0,10.0,94.0,40.0,$10.00,1074 AS,63
11371,17759301,Entire home/apt,121197675,2017-03-17,,0.1,10.0,8.0,10.0,10.0,10.0,100.0,40.0,$7.00,1102 NN,2
9895,15444249,Entire home/apt,23290686,2014-11-03,,0.31,10.0,8.0,10.0,10.0,10.0,100.0,40.0,$15.00,1069,6
6496,10795403,Entire home/apt,4666875,2013-01-11,,0.06,9.0,10.0,10.0,10.0,9.0,90.0,40.0,,1013 NV,2
9786,15283487,Private room,12464522,2014-02-22,100%,0.9,9.0,9.0,10.0,10.0,9.0,96.0,40.0,$25.00,1076 JC,23
8381,13622827,Entire home/apt,78916932,2016-06-20,,0.1,8.0,10.0,9.0,8.0,7.0,80.0,40.0,$10.00,1095,3
8380,13622200,Private room,78878037,2016-06-20,94%,4.89,10.0,9.0,10.0,10.0,10.0,98.0,40.0,$25.00,1065,144
7977,13260721,Private room,74574674,2016-05-29,,0.36,10.0,9.0,10.0,10.0,10.0,96.0,40.0,,1106 HA,11
2265,3580919,Private room,1228995,2011-09-30,,0.06,9.0,9.0,10.0,10.0,10.0,93.0,40.0,,1055NG,3
7326,12377820,Private room,66893559,2016-04-12,100%,3.58,9.0,9.0,10.0,10.0,10.0,94.0,40.0,$5.00,1094HJ,115
15470,22631661,Private room,28218333,2015-02-23,100%,0.64,9.0,9.0,10.0,10.0,10.0,97.0,40.0,$15.00,1094HG,7
15485,22661348,Private room,160724977,2017-11-30,,0.91,9.0,7.0,9.0,8.0,8.0,91.0,40.0,$10.00,1056,10
2371,3763895,Private room,19279371,2014-08-01,100%,3.52,9.0,10.0,10.0,10.0,9.0,94.0,40.0,$5.00,1054 VE,186
15608,22873186,Entire home/apt,68968214,2016-04-26,,0.76,10.0,8.0,10.0,9.0,6.0,90.0,40.0,,1098,3
6957,11683786,Private room,21683808,2014-09-23,,0.09,8.0,9.0,10.0,9.0,8.0,87.0,40.0,,1032,3
6791,11426389,Private room,59321901,2016-02-18,100%,0.33,10.0,9.0,10.0,10.0,10.0,98.0,40.0,$10.00,1019 MR,11
12638,19252633,Private room,26485446,2015-01-21,100%,6.36,9.0,9.0,10.0,10.0,10.0,98.0,40.0,$0.00,1079,112
815,1106466,Private room,6074859,2013-04-24,,0.61,9.0,9.0,10.0,10.0,10.0,95.0,40.0,$30.00,1109 BV,39
18603,28382281,Private room,29268751,2015-03-13,,1.0,10.0,10.0,10.0,10.0,10.0,100.0,40.0,$10.00,1036 LG,1
20007,30550093,Private room,298511,2010-11-25,100%,1.0,8.0,10.0,10.0,10.0,8.0,100.0,40.0,$5.00,1072ck,1
19610,30100534,Private room,3825472,2012-10-10,100%,1.0,10.0,10.0,10.0,10.0,10.0,100.0,40.0,$0.00,1091 AR,1
19790,30339819,Private room,227816060,2018-11-27,95%,5.0,,,,,,,40.0,,1094,5
19725,30248825,Private room,171910035,2018-02-06,,3.0,,,,,,,40.0,,1019 AA,3
59,97221,Private room,195859,2010-08-09,,1.56,9.0,8.0,9.0,9.0,10.0,89.0,40.0,$50.00,1062,141
19966,30518120,Entire home/apt,13804495,2014-04-02,100%,1.0,,,,,,,40.0,$30.00,1055 BA,1
19624,30119983,Private room,226162774,2018-11-17,100%,1.0,10.0,10.0,10.0,10.0,10.0,100.0,40.0,$20.00,1069 RD,1
6594,11051820,Private room,20773372,2014-08-31,,0.09,9.0,9.0,10.0,10.0,7.0,73.0,41.0,,1093,3
